game_id,timestamp,deck_name,opponent,game_won,game_result_reason,player_commander,opponent_commander
e2945066-43ee-4a48-87e8-95aaa673ea3e,2025-04-13 22:21:12.288,You've Got Gnomes,TchuTchuca Guedes,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon",84191
e81da9d5-4128-4b72-b328-385f51fe8813,2025-04-13 22:24:56.241,You've Got Gnomes,Yin,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Odric, Lunarch Marshal"
b0d9e37c-3017-44cd-bbae-aab35641b022,2025-04-13 22:30:12.137,You've Got Gnomes,Proteus Marvelous,False,ResultReason_Game,"Anim Pakal, Thousandth Moon","Karumonix, the Rat King"
bcf63056-967f-4770-8419-57b962759b37,2025-04-13 22:39:35.361,You've Got Gnomes,Kawagoe,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Ajani, Nacatl Pariah // Ajani, Nacatl Avenger"
90b500f5-0dcb-4b71-b44e-b7dc25d524aa,2025-04-13 22:45:49.555,You've Got Gnomes,lucasurso,False,ResultReason_Game,"Anim Pakal, Thousandth Moon","A-Phylath, World Sculptor"
9dd55ce0-f6e4-4a7e-8bdc-169a585e69e4,2025-04-13 22:48:36.444,You've Got Gnomes,Cycan,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon",The Scarab God
209f44b5-b47d-4df8-8013-a1c03a102484,2025-04-14 09:09:42.344,You've Got Gnomes,Brinner,False,ResultReason_Game,"Anim Pakal, Thousandth Moon",95526
28cbf924-f874-4a3f-b10f-1c05d7a1867c,2025-04-14 09:14:25.462,You've Got Gnomes,AaronSentinal,False,ResultReason_Game,"Anim Pakal, Thousandth Moon","Balmor, Battlemage Captain"
26807353-8727-43b6-87e0-40de2a1de10f,2025-04-14 09:23:11.380,You've Got Gnomes,Son of Astora,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon",84191
f29149c6-4004-4d86-aab8-ce655156a152,2025-04-14 09:27:37.895,You've Got Gnomes,Proteus Marvelous,True,ResultReason_Game,"Anim Pakal, Thousandth Moon","Muxus, Goblin Grandee"
5dfa655c-ee4f-44d7-bc56-0f989f95ff9d,2025-04-14 09:31:50.085,You've Got Gnomes,Ladehemmung,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","A-Nadu, Winged Wisdom"
4dc7014e-6a8b-4bf0-af86-a3189fd2b855,2025-04-14 09:40:34.149,You've Got Gnomes,sgtblast,True,ResultReason_Game,"Anim Pakal, Thousandth Moon",95726
5da90ec9-f6fe-4648-9ae2-5261be142c71,2025-04-14 11:42:34.177,You've Got Gnomes,TobiSoprano,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Eladamri, Korvecdal"
52db1aa1-5001-4238-b687-ce99e2c37b3e,2025-04-14 11:45:45.240,You've Got Gnomes,DuggyZ,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Ivy, Gleeful Spellthief"
dc3ae178-384e-4996-9ea6-044d87c7f6fc,2025-04-14 11:47:39.176,You've Got Gnomes,Izzet808,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Magda, Brazen Outlaw"
57b1644d-e1a6-4845-be3e-8d825fb6f836,2025-04-14 11:52:37.671,You've Got Gnomes,TheNudeSquire,True,ResultReason_Game,"Anim Pakal, Thousandth Moon",95756
d973c07e-c5e3-482d-8eb0-b308886dc5a1,2025-04-14 11:55:35.954,You've Got Gnomes,Unikus,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Atraxa, Praetors' Voice"
9dba072a-ce37-4b34-a25c-84863172b7aa,2025-04-14 11:58:48.154,You've Got Gnomes,Otti,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon",95516
17da78fd-76e3-43cf-98c2-d989a4804179,2025-04-14 13:35:47.006,You've Got Gnomes,Davidddot,False,ResultReason_Game,"Anim Pakal, Thousandth Moon","Jodah, the Unifier"
0e9b09af-c38c-4943-ae1d-6101ed612df9,2025-04-14 13:44:00.699,You've Got Gnomes,Gears of RAAR,True,ResultReason_Game,"Anim Pakal, Thousandth Moon","Ral, Crackling Wit"
0dedb30d-e049-42d0-8292-98061350512a,2025-04-14 13:47:55.252,You've Got Gnomes,beryleo,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon",58335
72212903-55bf-4d9b-b4b7-c489e77706ec,2025-04-14 19:27:27.006,You've Got Gnomes,ohbaba,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Atraxa, Praetors' Voice"
aa15712f-3f93-43cd-947e-70503f18a237,2025-04-14 19:29:07.439,You've Got Gnomes,donnytsunami,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Atraxa, Praetors' Voice"
f15e746c-d38b-44af-9f53-5f8302def328,2025-04-14 19:32:44.471,You've Got Gnomes,ThatGrimGuy,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon",91502
ad4b43f6-f287-4227-97d2-6bb6471dd315,2025-04-14 19:37:06.580,You've Got Gnomes,RubberDucky,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon",58335
0381e21d-c0b5-4eac-95aa-2782bae40798,2025-04-14 19:43:52.610,You've Got Gnomes,Darkleaf,False,ResultReason_Game,"Anim Pakal, Thousandth Moon","Miirym, Sentinel Wyrm"
68e69d64-5892-4836-a43f-9827e8d63509,2025-04-14 19:52:06.082,You've Got Gnomes,Witcher41,False,ResultReason_Game,"Anim Pakal, Thousandth Moon",95526
d4ebe867-a278-4030-90f6-7bf26a72fcb7,2025-04-14 19:58:07.910,You've Got Gnomes,mehsmeagol87,True,ResultReason_Game,"Anim Pakal, Thousandth Moon",95516
24c593ad-bc84-4570-b316-bd8c0d0b0821,2025-04-14 20:04:12.420,You've Got Gnomes,CannoliSenpai,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon",84191
2d8763ff-ab2c-4c9b-8b79-320e636e8ec4,2025-04-14 20:10:36.800,You've Got Gnomes,Sansuy,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Malcolm, Alluring Scoundrel"
1b669926-d659-43c5-980f-f45506a7ee28,2025-04-14 20:13:24.565,You've Got Gnomes,Copper,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon",95526
a811247e-6aa4-4ddb-86c6-ef607e994b9a,2025-04-14 20:17:22.248,You've Got Gnomes,K-C-N,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Tajic, Legion's Valor"
6f61b802-d943-4013-aa61-6104a3d1bf2b,2025-04-14 20:22:45.629,You've Got Gnomes,Armas616,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Omnath, Locus of All"
53f27815-f605-48fa-aded-777a550a2071,2025-04-15 17:54:48.581,You've Got Gnomes,Artemisthmus,False,ResultReason_Game,"Anim Pakal, Thousandth Moon","Gisa, the Hellraiser"
492e9545-6e71-4b46-99e7-e1aba31a9e1f,2025-04-15 18:04:30.310,You've Got Gnomes,Chandra's Keeper,False,ResultReason_Game,"Anim Pakal, Thousandth Moon",95516
642e0b4e-ab9c-4182-98fc-9c4ef0affc81,2025-04-15 18:06:19.264,You've Got Gnomes,ManicMatt,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon",Liliana of the Veil
57d9f205-2cb0-49df-ac86-383d33a05967,2025-04-15 18:15:48.496,You've Got Gnomes,lord jore,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Narset, Enlightened Master"
12630cc2-4192-49d0-9bb4-a7c0a74d5790,2025-04-15 18:22:15.849,You've Got Gnomes,HTG,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","A-Omnath, Locus of Creation"
84bd994a-52c3-4106-a9f9-486986d5cc7d,2025-04-15 20:14:02.732,You've Got Gnomes,Havona,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon",95516
5e93aa2c-a848-4022-99ff-faae3684cbf7,2025-04-15 20:25:54.545,You've Got Gnomes,Ghost,False,ResultReason_Game,"Anim Pakal, Thousandth Moon",Amalia Benavides Aguirre
0e7820a9-9491-4f81-9843-d25ad0dac3b2,2025-04-15 20:31:26.630,You've Got Gnomes,KDorau21,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Anim Pakal, Thousandth Moon"
3895f559-b476-467c-af9d-7e59f4f2a81f,2025-04-15 20:34:49.739,You've Got Gnomes,Hafring,True,ResultReason_Game,"Anim Pakal, Thousandth Moon",Sarkhan Unbroken
c088760e-9978-4d33-83d5-3e72d2c2ecae,2025-04-15 20:48:03.023,You've Got Gnomes,Dio Fabio,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Etali, Primal Conqueror // Etali, Primal Sickness"
00be78d7-5d02-466d-aa5b-0a9f803f388d,2025-04-15 20:52:14.875,Tasha's Hideous Laughter,PoIarBaer,True,ResultReason_Timeout,"Alesha, Who Laughs at Fate",95516
b37656c0-4514-40a4-9f03-3b2aeeac5932,2025-04-15 21:01:24.155,Tasha's Hideous Laughter,Dirgon,True,ResultReason_Game,"Alesha, Who Laughs at Fate",95726
c14b170d-0f42-42bb-acd6-cc0830d30f5b,2025-04-15 21:08:00.031,Tasha's Hideous Laughter,Nostratu,True,ResultReason_Game,"Alesha, Who Laughs at Fate","Bristly Bill, Spine Sower"
2e431ef7-f741-4000-a241-abc99443cdac,2025-04-16 18:00:01.827,Tasha's Hideous Laughter,twaddledee,True,ResultReason_Concede,"Alesha, Who Laughs at Fate","Ulamog, the Defiler"
5ff55adb-8c61-4dcc-b378-a0bcfcde376a,2025-04-16 18:08:08.190,Tasha's Hideous Laughter,Sasuun,False,ResultReason_Concede,"Alesha, Who Laughs at Fate",95765
